hpo_id,english,candidate,reference,simple,sacrebleu,`ter`,semsim
HP:0004440,Coronal craniosynostosis,Craneosinostosis coronaria,Craneosinostosis coronaria,1,100.0,100.0,100.0
HP:0004442,Sagittal craniosynostosis,Craneosinostosis sagital,Craneosinostosis sagital,1,100.0,100.0,100.0
HP:0004443,Lambdoidal craniosynostosis,Craneosinostosis lambdoidal,Craneosinostosis lambdoidea,0,50.0,50.0,98.0
HP:0011324,Multiple suture craniosynostosis,Craneosinostosis múltiple de sutura,Craneosinostosis de múltiples suturas,0,19.0,25.0,96.9
HP:0000242,Parietal bossing,Abombamiento parietal,Abombamiento parietal,1,100.0,100.0,100.0
HP:0002697,Parietal foramina,Foramina parietal,Forámenes parietales,0,0.0,0.0,89.5
HP:0004438,Hyperostosis frontalis interna,Hiperostosis frontal interna,Hiperostosis frontal interna,1,100.0,100.0,100.0
HP:0004490,Calvarial hyperostosis,Hiperostosis calvaria,Hiperostosis de la calota,0,18.4,-50.0,89.7
HP:0005890,Hyperostosis cranialis interna,Hiperostosis craneal interna,Hiperostosis craneal interna,1,100.0,100.0,100.0
HP:0005623,Absent ossification of calvaria,Ausencia de osificación de la bóveda calvaria,Ausencia de osificación de la bóveda craneal,0,80.9,85.7,74.5
HP:0011217,Abnormal shape of the occiput,forma anormal del occipucio,Forma anómala del occipucio,0,35.4,75.0,91.1
HP:0034975,Occipital horn,cuerno occipital,Cuerno occipital,0,100.0,100.0,100.0
HP:0011218,Abnormal shape of the frontal region,anomalía en la forma de la región frontal,Forma anómala de la región frontal,0,36.6,50.0,91.9
HP:0000931,Thinning and bulging of the posterior fossa bones,Adelgazamiento y abombamiento de los huesos de la fosa posterior,Adelgazamiento y abultamiento de los huesos de la fosa posterior,0,70.7,90.0,94.9
HP:0005445,Enlarged posterior fossa,Fosa posterior ampliada,Fosa posterior ensanchada,0,55.0,66.7,91.3
HP:0005758,Basilar impression,impresión basilar,Impresión basilar,0,100.0,100.0,100.0
HP:0007291,Posterior fossa cyst,Quiste de la fosa posterior,Quiste de fosa posterior,0,30.2,80.0,96.0
HP:0010558,Abnormality of the clivus,anomalía del clivus,Anomalía del clivus,0,100.0,100.0,100.0
HP:0012366,Basilar invagination,Invaginación basilar,Invaginación basilar,1,100.0,100.0,100.0
HP:0033140,Blake's pouch cyst,quiste de la bolsa de Blake,Quiste de la bolsa de Blake,0,100.0,100.0,100.0
HP:0040010,Small posterior fossa,Fosa posterior pequeña,Fosa posterior pequeña,1,100.0,100.0,100.0
HP:0040011,Flat posterior fossa,Fosa posterior plana,Fosa posterior plana,1,100.0,100.0,100.0
HP:0005477,Progressive sclerosis of skull base,Esclerosis progresiva de la base del cráneo,Esclerosis progresiva de la base del cráneo,1,100.0,100.0,100.0
HP:0004563,Increased spinal bone density,Aumento de la densidad ósea espinal,Incremento de la densidad ósea de la columna,0,36.4,33.3,70.5
HP:0005451,Decreased cranial base ossification,Disminución de la osificación de la base del cráneo,Disminución de la osificación del base del cráneo,0,43.2,77.8,99.9
HP:0000347,Micrognathia,Micrognatia,Micrognatia,1,100.0,100.0,100.0
HP:0009939,Mandibular aplasia,Aplasia mandibular,Aplasia mandibular,1,100.0,100.0,100.0
HP:0005453,Absent/hypoplastic paranasal sinuses,Ausencia / senos paranasales hipoplásicos,Ausencia o hipoplasia de senos paranasales,0,19.4,20.0,89.6
HP:0009119,Aplasia/Hypoplasia of the frontal sinuses,Aplasia / hipoplasia de los senos frontales,Aplasia / hipoplasia de los senos frontales,1,100.0,100.0,100.0
HP:0002687,Abnormality of frontal sinus,anomalía del seno frontal,Anomalía de los senos frontales,0,12.4,0.0,97.2
HP:0010540,Advanced pneumatization of cranial sinuses,Neumatización avanzada de senos craneales,Neumatización de los senos craneales acelerada,0,20.8,40.0,90.7
HP:0034494,Opacified paranasal sinuses,Senos paranasales opacificados,Opacificación de senos paranasales,0,39.4,0.0,90.7
HP:0430022,Abnormality of the sphenoid sinus,anomalía del seno esfenoidal,Anomalía del seno esfenoidal,0,100.0,100.0,100.0
HP:0430023,Abnormality of the maxillary sinus,anomalía del seno maxilar,Anomalía del seno maxilar,0,100.0,100.0,100.0
HP:3000040,Abnormality of ethmoid sinus,anomalía del seno etmoidal,Anomalía del seno etmoidal,0,100.0,100.0,100.0
HP:0005450,Calvarial osteosclerosis,Osteoesclerosis calvaria,Osteosclerosis del cráneo,0,0.0,-50.0,79.2
HP:0005746,Osteosclerosis of the base of the skull,Osteoesclerosis de la base del cráneo,Osteosclerosis de la base del cráneo,0,76.0,83.3,99.8
HP:0000277,Abnormal mandible morphology,anomalía morfológica de la mandíbula,Anomalía de la mandíbula,0,42.7,80.0,91.5
HP:0000326,Abnormal maxilla morphology,morfología maxilar anormal,Anomalía del maxilar,0,27.5,0.0,86.6
HP:0030793,Jaw swelling,hinchazón de la mandíbula,Hinchazón mandibular,0,16.0,25.0,93.0
HP:0002692,Hypoplastic facial bones,Huesos faciales hipoplásicos,Huesos faciales hipoplásicos,1,100.0,100.0,100.0
HP:0040008,Aplasia of facial bones,Aplasia de los huesos faciales,Aplasia de huesos faciales,0,30.2,80.0,99.5
HP:0430012,Incomplete ossification of palatine bone,Osificación incompleta del hueso palatino,Osificación incompleta del hueso palatino,1,100.0,100.0,100.0
HP:0430013,Absent palatine bone ossification,Ausencia de osificación del hueso palatino,Ausencia de osificación del hueso palatino,1,100.0,100.0,100.0
HP:0009554,Preauricular hair displacement,desplazamiento preauricular del cabello,Proyección de pelo del cuero cabelludo en el lateral de la mejilla,0,2.2,-175.0,84.1
HP:0030141,Abnormality of the posterior hairline,anomalía de la línea posterior de implantación del cabello,Anonalía de la línea posterior del cabello,0,35.5,66.7,92.9
HP:0007768,Central retinal vessel vascular tortuosity,tortuosidad vascular central de los vasos de la retina,Tortuosidad vascular central de la retina,0,41.5,66.7,98.8
HP:0020161,Branch retinal artery occlusion,Oclusión de rama de la arteria retiniana,Oclusión de una rama de la arteria retiniana,0,61.3,85.7,99.7
HP:0020163,Cilioretinal artery occlusion,Oclusión de la arteria ciliarretiniana,Oclusión de la arteria ciliorretiniana,0,66.9,80.0,99.6
HP:0020164,Ophthalmic artery occlusion,Oclusión de la arteria oftalmológica,Oclusión de arteria oftálmica,0,23.6,60.0,97.1
HP:0025342,Central retinal artery occlusion,Oclusión de la arteria central de la retina,Oclusión de la arteria central de la retina,1,100.0,100.0,100.0
HP:3000031,Abnormality of anterior ethmoidal artery,anomalía de la arteria etmoidal anterior,Anomalía de la arteria etmoidal anterior,0,100.0,100.0,100.0
HP:3000032,Abnormality of central retinal artery,anomalía de la arteria central de la retina,Anomalía de la arteria retiniana central,0,36.6,50.0,96.1
HP:3000039,Abnormality of dorsal nasal artery,anomalía de la arteria nasal dorsal,Anomalía de la arteria nasal dorsal,0,100.0,100.0,100.0
HP:0000185,Cleft soft palate,Fisura velo del paladar,Hendidura del paladar blando (velo del paladar),0,17.0,0.0,80.8
HP:0009099,Median cleft palate,Fisura mediana del paladar,Hendidura central del paladar,0,31.9,50.0,66.4
HP:0100338,Non-midline cleft palate,Fisura palatina no de la línea media,Hendidura no central del paladar,0,6.6,14.3,65.5
HP:0410005,Cleft hard palate,Fisura del paladar duro,Fisura del paladar duro,1,100.0,100.0,100.0
HP:0410033,Unilateral alveolar cleft of maxilla,Hendidura alveolar maxilar unilateral,Hendidura alveolar unilateral de maxilar,0,29.6,50.0,99.2
HP:0410034,Bilateral alveolar cleft of maxilla,Hendidura alveolar del maxilar superior bilateral,Hendidura alveolar bilateral de maxilar,0,19.3,50.0,98.1
HP:5201007,Incomplete cleft maxillary alveolar ridge,Surco alveolar maxilar hendido incompleto,Cresta alveolar del maxilar hendido incompleto,0,35.0,60.0,93.3
HP:5201008,Complete cleft maxillary alveolar ridge,Surco alveolar maxilar hendido completo,Cresta alveolar maxilar hendida completa,0,21.4,40.0,94.1
HP:0100333,Unilateral cleft lip,labio leporino unilateral,Hendidura unilateral de labio,0,24.8,0.0,75.9
HP:0100336,Bilateral cleft lip,Labio leporino bilateral,Hendidura de labio bilateral,0,24.8,0.0,75.0
HP:0430024,Abnormality of external jugular vein,anomalía de vena yugular externa,Anomalía de la vena yugular externa,0,40.9,80.0,98.9
HP:3000063,Abnormality of internal jugular vein,anomalía de la vena yugular interna,Anomalía de la vena yugular interna,0,100.0,100.0,100.0
HP:0000555,Leukocoria,Leucocoria,Leucocoria,1,100.0,100.0,100.0
HP:0009916,Anisocoria,Anisocoria,Anisocoria,1,100.0,100.0,100.0
HP:0009917,Persistent pupillary membrane,Membrana pupilar persistente,Membrana pupilar persistente,1,100.0,100.0,100.0
HP:0009918,Ectopia pupillae,ectopia pupilar,Ectopia de pupila,0,30.3,0.0,97.6
HP:0011500,Polycoria,Policoria,Policoria,1,100.0,100.0,100.0
HP:0025309,Abnormal pupil shape,forma anormal de la pupila,Forma anormal de la pupila,0,100.0,100.0,100.0
HP:0000635,Blue irides,iris azules,Iris azul,0,50.0,50.0,99.1
HP:0001088,Brushfield spots,manchas de campo de cepillo,Manchas de Brushfield,0,21.4,40.0,77.2
HP:0007730,Iris hypopigmentation,Hipopigmentación del iris,Hipopigmentación del iris,1,100.0,100.0,100.0
HP:0012634,Iris pigment dispersion,Dispersión de la pigmentación del iris,Dispersión del pigmento del iris,0,18.0,50.0,98.0
HP:0012775,Stellate iris,iris estelarizado,Iris estrellado,0,50.0,50.0,86.8
HP:0012805,Iris transillumination defect,Defecto de transiluminación del iris,Defecto de transiluminación del iris,1,100.0,100.0,100.0
HP:0200064,Asymmetry of iris pigmentation,Asimetría de la pigmentación del iris,Asimetría de la pigmentación del iris,1,100.0,100.0,100.0
HP:0000526,Aniridia,Aniridia,Aniridia,1,100.0,100.0,100.0
HP:0007676,Hypoplasia of the iris,Hipoplasia del iris,Hipoplasia del iris,1,100.0,100.0,100.0
HP:0034820,Koeppe nodules,nódulos de Koeppe,Nódulos de Koeppe,0,100.0,100.0,100.0
HP:0034821,Bussaca nodules,nódulos de Bussaca,Nódulos de Bussaca,0,100.0,100.0,100.0
HP:0001094,Iridocyclitis,Iridociclitis,Iridociclitis,1,100.0,100.0,100.0
HP:0001135,Chorioretinal dystrophy,Distrofia coriorretiniana,Distrofia coriorretiniana,1,100.0,100.0,100.0
HP:0007661,Abnormality of chorioretinal pigmentation,anomalía de la pigmentación coriorretiniana,Hipopigmentación e hiperpigmentación coriorretiniana,0,10.7,20.0,87.5
HP:0007731,Chorioretinal dysplasia,Displasia coriorretiniana,Displasia coriorretiniana,1,100.0,100.0,100.0
HP:0007858,Chorioretinal lacunae,lagunas coriorretinianas,Lagunas coriorretinianas,0,100.0,100.0,100.0
HP:0012424,Chorioretinitis,Coriorretinitis,Coriorretinitis,1,100.0,100.0,100.0
HP:0025567,Central serous chorioretinopathy,Coriorretinopatía serosa central,Coriorretinopatía serosa central,1,100.0,100.0,100.0
HP:0200065,Chorioretinal degeneration,Degeneración coriorretiniana,Degeneración coroidorretiniana,0,50.0,50.0,97.4
HP:0011506,Choroidal neovascularization,Neovascularización coroidea,Neovascularización coroidea de la mácula,0,22.3,-50.0,95.7
HP:0025569,Polypoidal choroidal vasculopathy,Vasculopatía coroidea polipoidea,Vasculopatía coroidea polipoidea,1,100.0,100.0,100.0
HP:0025570,Choroidal vascular hyperpermeability,Hiperpermeabilidad vascular coroidea,Hiperpermeabilidad vascular coroidea,1,100.0,100.0,100.0
HP:0030979,Dilatation of large choroidal vessels,Dilatación de grandes vasos coroideos,Dilatación de grandes vasos coroideos,1,100.0,100.0,100.0
HP:0000482,Microcornea,Microcórnea,Microcórnea,1,100.0,100.0,100.0
HP:0000485,Megalocornea,Megalocórnea,Megalocórnea,1,100.0,100.0,100.0
HP:0009915,Corneal asymmetry,asimetría corneal,Asimetría corneal,0,100.0,100.0,100.0
HP:0001149,Lattice corneal dystrophy,Distrofia corneal reticular,Distrofia corneal Reticular (Lattice),0,36.8,66.7,98.5
HP:0007709,Band-shaped corneal dystrophy,Distrofia corneal en forma de banda,Distrofia corneal en forma de banda,1,100.0,100.0,100.0
HP:0007802,Granular corneal dystrophy,Distrofia corneal granular,Distrofia corneal granular,1,100.0,100.0,100.0
HP:0007809,Punctate corneal dystrophy,Distrofia corneal punteada,Distrofia corneal punctata,0,55.0,66.7,98.2
HP:0007836,Mosaic corneal dystrophy,Distrofia corneal en mosaico,Distrofia corneal en mosaico,1,100.0,100.0,100.0
HP:0007880,Marginal corneal dystrophy,Distrofia marginal corneal,Distrofia corneal marginal,0,39.7,66.7,99.8
HP:0007962,Speckled corneal dystrophy,Distrofia corneal moteada,Distrofia corneal moteada,1,100.0,100.0,100.0
HP:0200066,Ribbonlike corneal degeneration,Degeneración corneal en acanalamiento,Degeneración corneal en cinta,0,59.5,75.0,97.3
HP:0000647,Sclerocornea,Esclerocórnea,Esclerocórnea,1,100.0,100.0,100.0
HP:0007727,Opacification of the corneal epithelium,Opacificación del epitelio corneal,Opacidad del epitelio corneal,0,59.5,75.0,96.6
HP:0007759,Opacification of the corneal stroma,Opacificación del estroma corneal,Opacidad del estroma de la córnea,0,19.4,0.0,90.7
HP:0200032,Kayser-Fleischer ring,anillo de Kayser-Fleischer,Anillo de Kayser-Fleischer,0,100.0,100.0,100.0
HP:0000627,Posterior embryotoxon,Embriotoxon posterior,Embriotoxon posterior,1,100.0,100.0,100.0
HP:0007873,Abnormally prominent line of Schwalbe,línea anómalamente prominente de Schwalbe,Linea de Schwalbe anormalmente prominente,0,23.6,40.0,88.4
HP:0011487,Increased corneal thickness,aumento del grosor de la córnea,Aumento de grosor de la córnea,0,53.7,83.3,99.8
HP:0100689,Decreased corneal thickness,Disminución del grosor corneal,Disminución del grosor de la córnea,0,36.1,25.0,91.1
HP:0011489,Abnormal migration of corneal endothelium,migración anormal del endotelio corneal,Migración anormal de endotelio corneal,0,30.2,80.0,99.8
HP:0011490,Abnormal Descemet membrane morphology,anomalía morfológica de la membrana de Descemet,Anomalía de la membrana de Descemet,0,64.3,85.7,96.6
HP:0011491,Reduced number of corneal endothelial cells,Disminución del número de células endoteliales corneales,Reducción del número de células endoteliales de la córnea,0,46.2,42.9,93.4
HP:0025341,Corneal keratic precipitates,precipitados queráticos corneales,Precipitados querátinicos corneales,0,34.7,66.7,87.6
HP:0010726,Prominent corneal nerve fibers,fibras nerviosas corneales prominentes,Fibras nerviosas corneales prominentes,0,100.0,100.0,100.0
HP:0034327,Posterior corneal stroma punctiform multicolored opacities,Opacidades multicolores del estroma corneal posterior,Opacidades multicolores puntiformes del estroma corneal posterior,0,51.2,83.3,98.2
HP:0012804,Corneal ulceration,ulceración corneal,Ulceración de la córnea,0,18.4,-50.0,91.4
HP:0200020,Corneal erosion,erosión corneal,Erosión corneal,0,100.0,100.0,100.0
HP:0025349,Limbal edema,Edema de las límbicas,Edema de limbo corneal,0,31.9,50.0,65.3
HP:0007720,Flat cornea,Córnea plana,Córnea plana,1,100.0,100.0,100.0
HP:0100692,Increased corneal curvature,aumento de la curvatura corneal,Aumento de la curvatura de la córnea,0,44.8,40.0,93.5
HP:0000523,Subcapsular cataract,Catarata subcapsular,Catarata subcapsular,1,100.0,100.0,100.0
HP:0001118,Juvenile cataract,Catarata juvenil,Catarata juvenil,1,100.0,100.0,100.0
HP:0007819,Presenile cataracts,Cataratas preseniles,Catarata presenil,0,0.0,0.0,95.6
HP:0007834,Progressive cataract,Catarata progresiva,Catarata Progresiva,0,100.0,100.0,100.0
HP:0010696,Polar cataract,Catarata polar,Catarata polar,1,100.0,100.0,100.0
HP:0010920,Zonular cataract,Catarata zonular,Catarata zonular,1,100.0,100.0,100.0
HP:0010922,Membranous cataract,Catarata membranosa,Catarata membranosa,1,100.0,100.0,100.0
HP:0011141,Age-related cataract,Catarata asociada a la edad,Catarata relacionada con la edad,0,23.6,60.0,99.3
HP:0025571,Christmas tree cataract,catarata del árbol de Navidad,Cataratas en árbol de navidad,0,39.8,60.0,98.3
HP:0100017,Capsular cataract,Catarata capsular,Catarata capsular,1,100.0,100.0,100.0
HP:0001132,Lens subluxation,subluxación del cristalino,Subluxación del cristalino,0,100.0,100.0,100.0
HP:0012019,Lens luxation,luxación del cristalino,Luxación de cristalino,0,34.7,66.7,99.0
HP:0007707,Congenital aphakia,Afaquia congénita,Afaquia congénita primaria,0,60.7,50.0,93.4
HP:0012376,Microphakia,Microfaquia,Microfaquia,1,100.0,100.0,100.0
HP:0030961,Microspherophakia,Microesferofaquia,Microesferophaquia,0,0.0,0.0,96.4
HP:0001142,Lenticonus,músculo lentico,Lenticono,0,0.0,0.0,46.9
HP:0011527,Lentiglobus,Lentiglobus,Lentiglobo,0,0.0,0.0,95.9
HP:0034375,Spherophakia,Esferofaquia,Esferofaquia,1,100.0,100.0,100.0
HP:0011483,Anterior synechiae of the anterior chamber,Sinequias anteriores de la cámara anterior,Sinequia anterior de la cámara anterior,0,50.8,66.7,97.9
HP:0011484,Posterior synechiae of the anterior chamber,Sinequias posteriores de la cámara anterior,Sinequias posteriores de la cámara anterior,1,100.0,100.0,100.0
HP:0012631,Pigment deposition in the trabecular meshwork,Deposición de pigmento en malla trabecular,Depósitos de pigmento en la malla trabecular,0,32.2,66.7,94.1
HP:0025561,Anterior chamber cells grade 1+,células de la cámara anterior grado 1+,Celularidad en la cámara anterior grado 1+,0,68.0,75.0,87.0
HP:0025562,Anterior chamber cells grade 0.5+,células de la cámara anterior grado 0.5+,Celularidad en la cámara anterior grado 0.5+,0,68.0,75.0,89.6
HP:0025563,Anterior chamber cells grade 0,células de la cámara anterior grado 0,Celularidad en la cámara anterior grado 0,0,61.5,71.4,86.9
HP:0025564,Anterior chamber cells grade 2+,células de la cámara anterior grado 2+,Celularidad en la cámara anterior grado 2+,0,68.0,75.0,87.0
HP:0025565,Anterior chamber cells grade 3+,células de la cámara anterior grado 3+,Celularidad en la cámara anterior grado 3+,0,68.0,75.0,85.9
HP:0025566,Anterior chamber cells grade 4+,células de la cámara anterior grado 4+,Celularidad en la cámara anterior grado 4+,0,68.0,75.0,86.7
HP:0031618,Anterior chamber flare grade 1+,exacerbación de la cámara anterior grado 1+,Dilatación de la cámara anterior grado 1+,0,84.1,87.5,82.9
HP:0031619,Anterior chamber flare grade 2+,exacerbación de la cámara anterior grado 2+,Dilatación de la cámara anterior grado 2+,0,84.1,87.5,84.2
HP:0031620,Anterior chamber flare grade 3+,exacerbación de la cámara anterior grado 3+,Dilatación de la cámara anterior grado 3+,0,84.1,87.5,84.8
HP:0031621,Anterior chamber flare grade 4+,Alteración de la cámara anterior grado 4+,Dilatación de la cámara anterior grado 4+,0,84.1,87.5,86.7
HP:0000488,Retinopathy,Retinopatía,Retinopatía,1,100.0,100.0,100.0
HP:0000541,Retinal detachment,Desprendimiento de retina,Desprendimiento de retina,1,100.0,100.0,100.0
HP:0000546,Retinal degeneration,Degeneración retiniana,Degeneración de retina,0,30.3,0.0,97.1
HP:0000556,Retinal dystrophy,Distrofia retiniana,Distrofia de retina,0,30.3,0.0,96.0
HP:0001102,Angioid streaks of the fundus,vetas angioides del fondo de ojo,Estrías angioides de retina,0,9.7,33.3,87.0
HP:0001103,Abnormal macular morphology,morfología macular anormal,Anomalía de la mácula,0,0.0,-33.3,77.8
HP:0007703,Abnormality of retinal pigmentation,anomalía de la pigmentación retiniana,Pigmentación anormal de la retina,0,23.6,40.0,98.1
HP:0007866,Retinal infarction,infarto de retina,Infarto focal de retina,0,45.1,66.7,95.5
HP:0007973,Retinal dysplasia,Displasia retiniana,Displasia de retina,0,30.3,0.0,93.6
HP:0008052,Retinal fold,pliegue de la retina,Pliegues retinianos anormales,0,0.0,0.0,83.8
HP:0011958,Retinal perforation,Perforación de la retina,Perforación de retina,0,35.4,75.0,99.7
HP:0020119,Abnormal retinal nerve fiber layer morphology,alteración de la morfología de la capa de fibras nerviosas retinianas,Morfología anormal de la capa de fibras nerviosas de la retina,0,53.5,63.6,95.6
HP:0030329,Retinal thinning,adelgazamiento de la retina,Adelgazamiento de la retina,0,100.0,100.0,100.0
HP:0030502,Retinoschisis,Retinosquisis,Retinosquisis,1,100.0,100.0,100.0
HP:0030506,Yellow/white lesions of the retina,Lesiones amarillas/blancas de la retina,Lesiones amarillas / blancas de la retina,0,100.0,100.0,99.8
HP:0031526,Subretinal fluid,Líquido subretiniano,Edema subretiniano,0,50.0,50.0,71.7
HP:0031527,Intraretinal fluid,Líquido intrarretiniano,Edema intraretiniano,0,0.0,0.0,67.8
HP:0031528,Subretinal deposits,Depósitos subretinianos,Depósitos subretinianos,1,100.0,100.0,100.0
HP:0031531,Sub-RPE deposits,Depósitos sub-EPR,Depósitos debajo del epitelio pigmentado de la retina,0,5.9,-250.0,26.6
HP:0032118,Retinitis,Retinitis,Retinitis,1,100.0,100.0,100.0
HP:0033027,Retinal peau d'orange,Pie de naranja retiniano,Piel de naranja retiniana,0,31.9,50.0,91.3
HP:0001093,Optic nerve dysplasia,Displasia del nervio óptico,Displasia del nervio óptico,1,100.0,100.0,100.0
HP:0001112,Leber optic atrophy,atrofia óptica de Leber,Atrofia óptica de Leber,0,100.0,100.0,100.0
HP:0001138,Optic neuropathy,Neuropatía óptica,Neuropatía óptica,1,100.0,100.0,100.0
HP:0007807,Optic nerve compression,compresión del nervio óptico,Compresión del nervio óptico,0,100.0,100.0,100.0
HP:0012795,Abnormal optic disc morphology,morfología anormal del disco óptico,Anomalía del disco óptico,0,39.8,60.0,89.8
HP:0025163,Abnormal optic chiasm morphology,quiasma óptico anormal,Anomalía de la morfología del quiasma óptico,0,14.5,-100.0,82.8
HP:0025514,Morning glory anomaly,Anomalía de la gloria matutina,"Anomalía tipo ""morning glory""",0,8.7,20.0,85.3
HP:0025551,Optic nerve misrouting,desviación del nervio óptico,Desviación del nervio óptico,0,100.0,100.0,100.0
HP:0031256,Optic nerve arteriovenous malformation,Malformación arteriovenosa del nervio óptico,Malformación arteriovenosa del nervio óptico,1,100.0,100.0,100.0
HP:0032270,Optic nerve tram-track sign,Signo de nervio óptico en tranvía,"Signo de la ""señal de tranvía"" del nervio óptico",0,10.5,16.7,88.7
HP:0034567,Optic pit,Fosa óptica,Foseta óptico,0,0.0,0.0,87.9
HP:0034987,Focal necrotic optic nerve lesion,Lesión necrótica focal del nervio óptico,Lesión necrótica focal del nervio óptico,1,100.0,100.0,100.0
HP:0100653,Optic neuritis,Neuritis óptica,Neuritis óptica,1,100.0,100.0,100.0
HP:0200057,Marcus Gunn pupil,pupila de Marcus Gunn,Pupila de Marcus Gunn,0,100.0,100.0,100.0
HP:0007894,Hypopigmentation of the fundus,Hipopigmentación del fondo de ojo,Hipopigmentación del fondo de ojo,1,100.0,100.0,100.0
HP:0011512,Hyperpigmentation of the fundus,Hiperpigmentación del fondo de ojo,Hiperpigmentación del fondo de ojo,1,100.0,100.0,100.0
HP:0025240,Preretinal hemorrhage,Hemorragia prerretiniana,Hemorragia prerretinal,0,50.0,50.0,99.2
HP:0007964,Degenerative vitreoretinopathy,Vitreorretinopatía degenerativa,Vitreoretinopatía degenerativa,0,50.0,50.0,98.9
HP:0011533,Snowflake vitreoretinal degeneration,Degeneración vitreorretiniana tipo copo de nieve,Degeneración de retina en copo de nieve,0,27.5,50.0,76.3
HP:0030490,Exudative vitreoretinopathy,vitreorretinopatía exudativa,Vitreorretinopatía exudativa,0,100.0,100.0,100.0
HP:0030673,Erosive vitreoretinopathy,Vitreorretinopatía erosiva,Vitreorretinopatía erosiva,1,100.0,100.0,100.0
HP:0200071,Peripheral vitreoretinal degeneration,Degeneración vitreorretiniana periférica,Degeneración vitreorretiniana periférica,1,100.0,100.0,100.0
HP:0009922,Vascular remnant arising from the disk,Remanente vascular que surge del disco,Persistencia de la arteria hialoidea,0,0.0,0.0,72.1
HP:0030742,Glial remnants posterior to lens,Restos gliales posteriores al cristalino,Restos gliales posteriores al crsitalino,0,66.9,80.0,90.1
HP:0030743,Glial remnants anterior to the optic disc,Restos gliales anteriores al disco óptico,Restos gliales anteriores al disco óptico,1,100.0,100.0,100.0
HP:0030744,Hyaloid vascular remnant and retrolental mass,Remanente vascular hialoide y masa retrolenticular,Remanente vascular hialoideo y masa retrolental,0,23.0,66.7,98.3
HP:0030652,Vitreous haze,bruma vítrea,Bruma vítrea,0,100.0,100.0,100.0
HP:0030661,Vitreous snowballs,bola de nieve vítrea,Bolas de nieve vítreas,0,31.9,50.0,72.7
HP:0030662,Vitreous inflammatory cells,células inflamatorias del vítreo,Células inflamatorias vítreas,0,31.9,50.0,97.8
HP:0025158,Hyperautofluorescent retinal lesion,Lesión retiniana hiperautofluorescente,Lesión retiniana hiperautofluorescente,1,100.0,100.0,100.0
HP:0025159,Hypoautofluorescent retinal lesion,Lesión retiniana hipoautofluorescente,Lesión retiniana hipoautofluorescente,1,100.0,100.0,100.0
HP:0030629,Perifoveal ring of hyperautofluorescence,Anillo perifoveal de hiperautofluorescencia,Anillo perifoveal de hiperautofluorescencia,1,100.0,100.0,100.0
HP:0030630,Irregular central macular autofluorescence,Autofluorescencia macular central irregular,Autofluorescencia macular central irregular,1,100.0,100.0,100.0
HP:0030612,Abnormal retinal morphology on macular OCT,morfología retiniana anormal en TCO macular,Morfología retiniana macular anormal en la tomografia de coherencia óptica (OCT),0,7.6,-16.7,91.4
HP:0025320,Leakage of dye on fundus fluorescein angiography,Goteo de colorante en angiografía con fluoresceína del fondo de ojo,Fugas de colorante en el fundus en la angiografía con fluoresceína,0,23.5,45.5,91.5
HP:0030503,Macular telangiectasia,telangiectasia macular,Telangiectasia macular,0,100.0,100.0,100.0
HP:0011513,Retinal cavernous hemangioma,Hemangioma cavernoso retiniano,Angioma cavernoso de retina,0,19.7,0.0,76.7
HP:0020165,Branch retinal vein occlusion,Oclusión de rama de la vena retiniana,Oclusión de una rama de la vena retiniana,0,61.3,85.7,99.6
HP:0020166,Central retinal vein occlusion,Oclusión de la vena central de la retina,Oclusión de la vena central de la retina,1,100.0,100.0,100.0
HP:0020167,Hemiretinal vein occlusion,oclusión de vena hemirretiniana,Oclusión de la vena hemirretiniana,0,35.2,75.0,99.6
HP:0007778,Posterior retinal neovascularization,Neovascularización retiniana posterior,Neovascularización de la retina periférica y posterior,0,9.1,-66.7,94.0
HP:0030667,Peripheral retinal neovascularization,Neovascularización retiniana periférica,Neovascularización retiniana periférica,1,100.0,100.0,100.0
HP:0008014,Central fundal arteriolar microaneurysms,Microaneurismas arteriolares centrales fundianos,Microaneurismas arteriolares del fondo de ojo central,0,15.1,-25.0,80.5
HP:0030494,Macular microaneurysm/hemorrhage,microaneurisma macular/hemorragia,Microaneurisma / hemorragia macular,0,38.0,75.0,98.8
HP:0025338,Circumlimbal hyperemia,Hiperemia circunferencial,Hiperemia circunlimbal,0,50.0,50.0,97.0
HP:0007766,Optic disc hypoplasia,Hipoplasia del disco óptico,Hipoplasia del nervio óptico,0,35.4,75.0,83.2
HP:0012521,Optic nerve aplasia,Aplasia del nervio óptico,Aplasia del nervio óptico,1,100.0,100.0,100.0
HP:0007770,Hypoplasia of the retina,Hipoplasia de la retina,Hipoplasia de retina,0,35.4,75.0,99.8
HP:0008059,Aplasia/Hypoplasia of the macula,Aplasia/hipoplasia macular,Aplasia / hipoplasia de la mácula,0,36.1,25.0,88.5
HP:0010728,Aplasia of the retina,Aplasia de la retina,Aplasia de la retina,1,100.0,100.0,100.0
HP:0012778,Retinal astrocytic hamartoma,Hamartoma astrocítico retiniano,Hamartoma astrocítico de retina,0,39.4,33.3,92.1
HP:0030509,Retinal racemose hemangioma,Hemangioma racemoso retiniano,Hemangioma racemoso retiniano,1,100.0,100.0,100.0
